initx_p,inity_p,initz_p,actx_ent,acty_ent,actz_ent,actx_exit,acty_exit,actz_exit,predx_ent,predy_ent,predz_ent,predx_exit,predy_exit,predz_exit
-0.795787,0.484858,-0.362816,-138.141,80.7275,-62.2988,-996.321,445.568,-425.533,-136.631,83.2582,-62.2953,-2062.81,1259.45,-941.01
-0.23768,0.832833,-0.499898,-46.9423,152.959,-92.3582,-438.328,999.531,-630.104,-43.8987,153.86,-92.351,-660.957,2324.77,-1395.02
0.893061,-0.276793,0.354723,153.666,-44.5738,60.7063,1074.61,-190.95,415.828,152.825,-47.3764,60.7031,2307.9,-717.637,916.958
-0.310468,-0.939701,0.14343,-47.5626,-152.767,23.1829,-217.57,-1069.55,158.372,-50.2025,-151.92,23.1886,-760.207,-2294.23,350.279
-0.733252,0.589388,-0.339061,-126.506,97.9609,-57.6459,-928.7,573.476,-394.832,-124.701,100.247,-57.6656,-1882.4,1515.91,-871.075
0.691665,0.696931,0.189438,110.712,115.512,30.8706,671.242,860.68,210.874,112.714,113.559,30.8691,1704.02,1713.98,466.297
0.576698,-0.719657,0.386669,102.353,-122.979,67.0889,784.276,-759.013,459.015,100.046,-124.863,67.085,1509.62,-1887.45,1013.36
0.822797,0.28723,-0.490412,149.995,55.6898,-90.0222,973.218,494.106,-616.076,151.064,52.7237,-90.0364,2282.64,794.316,-1360.06
0.792161,-0.601851,-0.101269,129.046,-94.5888,-16.2876,940.551,-553.832,-111.131,127.395,-96.8011,-16.2868,1923.2,-1463.8,-246.022
-0.505181,0.00132943,0.863012,-234.738,-11.0987,401.559,-238.308,-11.4486,407.686,-159.999,0.439125,273.331,-2416.88,10.484,4128.83
-0.505181,0.00132943,0.863012,-239.72,-11.5885,410.109,-600.231,-75.9423,1036.07,-159.999,0.439125,273.331,-2416.88,10.484,4128.83
-0.498593,-0.68307,0.533685,-91.6982,-131.116,100.962,-515.639,-961.98,690.404,-94.3406,-129.228,100.971,-1426.93,-1950.71,1525.23
-0.653135,-0.361613,0.665321,-138.165,-80.6873,142.568,-859.342,-672.919,980.497,-139.984,-77.4891,142.589,-2115.8,-1168.24,2153.9
0.142977,-0.944264,-0.296519,26.7841,-157.742,-49.6792,293.788,-1051.15,-339.188,23.9441,-158.198,-49.6773,359.677,-2389.99,-750.406
-0.646335,0.579901,-0.495949,-121.174,104.484,-91.3882,-902.54,613.715,-625.182,-119.085,106.859,-91.3822,-1797.35,1615.84,-1380.39
0.850047,0.0954851,0.517979,158.609,21.0519,96.8639,1057.64,269.657,662.63,159.001,17.8497,96.8872,2402.07,267.371,1463.54
0.647493,-0.287259,-0.705858,147.777,-61.335,-159.459,150.551,-62.4082,-162.424,146.248,-64.8968,-159.436,2208.05,-982.816,-2408.39
0.647493,-0.287259,-0.705858,152.442,-63.1382,-164.445,1056.91,-272.403,-1093.38,146.248,-64.8968,-159.436,2208.05,-982.816,-2408.39
-0.467324,0.504597,0.725941,-115.2,118.127,174.168,-118.306,121.148,178.741,-108.709,117.399,168.883,-1640.03,1775.3,2551.08
-0.467324,0.504597,0.725941,-118.785,121.614,179.447,-848.191,653.621,1135.06,-108.709,117.399,168.883,-1640.03,1775.3,2551.08
0.253824,0.873393,-0.415642,41.7523,154.456,-73.1229,166.657,1078.68,-500.705,44.6612,153.64,-73.1179,676.69,2320.24,-1104.49
0.253824,0.873393,-0.415642,41.6495,154.484,-72.7447,-213.33,1061.78,-70.5778,44.6612,153.64,-73.1179,676.69,2320.24,-1104.49
-0.313375,0.949354,-0.0228647,-52.7456,151.056,-3.65939,-460.602,989.489,-24.9745,-50.1444,151.939,-3.65931,-755.614,2295.75,-55.2762
0.924385,0.241549,0.295241,154.053,43.2159,49.4425,1014.42,402.659,338.346,154.805,40.4418,49.4426,2338.93,608.929,746.861
-0.0260564,-0.996122,-0.0840311,-1.45289,-159.993,-13.489,99.4236,-1086.87,-91.9829,-4.19299,-159.945,-13.4927,-65.2892,-2416.02,-203.816
-0.701183,-0.584271,-0.408619,-120.979,-104.71,-71.6279,-742.358,-800.061,-490.027,-122.926,-102.417,-71.6322,-1858.24,-1545.43,-1082.05
0.26149,-0.840568,-0.474413,50.4752,-151.83,-86.2136,459.638,-989.965,-589.447,47.5175,-152.781,-86.2274,715.671,-2308.51,-1302.52
0.893341,-0.185068,0.409501,157.256,-29.5055,71.8282,1088.26,-82.9739,491.649,156.671,-32.4668,71.8179,2366.18,-492.519,1084.85
0.0958728,-0.748173,-0.656541,23.9315,-158.2,-139.273,303.86,-1048.28,-952.723,20.3245,-158.704,-139.265,304.456,-2397.65,-2103.69
-0.954687,0.166688,0.246552,-158.078,24.7248,40.6993,-1089.9,57.3859,278.219,-157.614,27.5289,40.7049,-2380.51,417.818,614.873
-0.943151,-0.249415,0.219679,-153.94,-43.6179,36.0223,-1014.1,-403.492,247.573,-154.685,-40.8966,36.0287,-2337.12,-615.84,544.237
0.903997,0.278142,0.324696,152.051,49.8055,54.929,996.081,446.187,375.41,152.928,47.0429,54.9273,2310.68,708.646,829.712
-0.385912,0.922369,-0.0175312,-64.2691,146.525,-2.80837,-536.56,950.446,-18.0433,-61.747,147.605,-2.80543,-930.931,2230.42,-42.3778
0.658049,-0.478987,0.580984,131.31,-91.42,114.218,966.132,-507.816,781.169,129.353,-94.1687,114.21,1952.55,-1424.41,1725.22
0.331688,0.870078,0.364619,54.238,150.527,62.6411,258.692,1060.4,428.486,57.0028,149.501,62.6522,863.015,2257.57,946.401
0.84923,0.357801,-0.388312,146.268,64.8504,-67.4306,943.857,548.003,-461.477,147.451,62.114,-67.4206,2228.16,936.324,-1018.43
0.912629,0.396755,-0.0984581,145.615,66.3037,-15.8311,942.838,549.934,-108.37,146.737,63.7824,-15.8302,2217.34,961.679,-239.125
0.409174,0.791709,-0.453623,70.7249,143.52,-81.4567,369.951,1026.85,-557.173,73.47,142.134,-81.441,1111.75,2146.02,-1230.22
-0.873067,-0.45435,0.176973,-140.628,-76.3135,28.7687,-901.79,-614.768,196.599,-141.935,-73.8536,28.7698,-2144.93,-1113.85,434.586
-0.244173,-0.956449,0.159955,-36.8849,-155.69,25.9301,-143.427,-1081.97,176.903,-39.5862,-155.026,25.9266,-599.884,-2341.27,391.638
0.982296,-0.0476495,-0.181172,159.923,-4.97127,-29.4767,1088.87,75.7092,-201.442,159.812,-7.76149,-29.4753,2413.96,-119.218,-445.243
-0.382016,0.727734,0.56962,-77.2988,140.089,110.895,-640.006,884.132,758.253,-74.3567,141.672,110.887,-1121.11,2141.15,1675.02
-0.109809,0.674346,-0.730205,-30.7151,162.116,-176.364,-31.1923,164.32,-178.774,-25.7022,157.922,-171.001,-385.437,2385.97,-2583.08
-0.109809,0.674346,-0.730205,-31.7757,167.004,-181.708,-338.268,997.943,-1131.46,-25.7022,157.922,-171.001,-385.437,2385.97,-2583.08
0.590296,-0.722928,-0.359061,103.448,-122.059,-61.5582,791.733,-751.243,-421.638,101.188,-123.939,-61.5546,1526.9,-1873.5,-929.821
-0.833711,0.397384,0.383422,-145.681,66.1583,66.4316,-1036.8,340.989,454.758,-144.428,68.8518,66.4242,-2180.77,1041.95,1003.38
-0.928371,-0.187203,0.321065,-156.226,-34.5471,54.2842,-1034.76,-347.195,371.764,-156.845,-31.6174,54.2422,-2369.65,-475.587,819.362
0.17777,0.627568,-0.757995,42.8273,169.679,-203.402,113.35,944.085,-1109.82,43.6206,153.939,-185.937,661.786,2324.53,-2808.69
0.677964,0.728926,-0.0950363,106.939,119.013,-15.2759,643.966,881.174,-105.089,108.974,117.152,-15.2749,1647.55,1768.33,-230.738
-0.450907,-0.663864,-0.59663,-87.0537,-134.245,-118.962,-474.632,-982.898,-814.404,-89.9081,-132.35,-118.952,-1360.12,-1997.87,-1796.84
-0.796239,-0.281244,-0.535635,-149.755,-56.3331,-101.494,-968.705,-502.867,-693.709,-150.869,-53.2778,-101.488,-2279.74,-802.621,-1533.04
-0.726651,-0.664935,-0.172741,-116.145,-110.047,-28.0618,-712.62,-826.652,-191.511,-118.045,-108.007,-28.0604,-1784.47,-1630.05,-423.87
0.589319,-0.731864,-0.342166,102.607,-122.767,-58.2623,785.062,-758.297,-399.037,100.341,-124.627,-58.2633,1514.09,-1883.86,-880.104
-0.0482786,0.843584,0.534822,-12.3939,159.519,101.28,-213.192,1070.43,692.079,-9.1311,159.739,101.272,-135.632,2413.09,1529.78
0.623173,-0.639328,0.45046,113.853,-112.416,80.7339,858.171,-674.474,551.372,111.673,-114.583,80.728,1685.33,-1732.36,1219.45
-0.503359,-0.646428,-0.573376,-95.644,-128.266,-111.983,-541.266,-947.769,-765.618,-98.3101,-126.234,-111.975,-1486.91,-1905.39,-1691.45
-0.460582,-0.650791,-0.603602,-89.605,-132.555,-121.142,-494.781,-972.832,-832.511,-92.4393,-130.595,-121.131,-1398.34,-1971.3,-1829.77
0.560534,-0.76019,-0.328501,97.2725,-127.036,-55.6514,750.647,-792.314,-380.427,94.9474,-128.783,-55.6485,1432.58,-1946.57,-840.605
-0.635798,-0.687025,0.351793,-106.504,-119.403,60.1394,-635.791,-887.115,410.112,-108.682,-117.424,60.1306,-1643.23,-1772.35,908.31
-0.791942,-0.604068,0.089048,-125.533,-99.2047,14.3017,-784.621,-758.645,97.7483,-127.222,-97.029,14.3045,-1922.95,-1464.13,216.078
0.741332,-0.622968,-0.249675,124.293,-100.753,-41.2535,913.803,-596.863,-282.203,122.486,-102.942,-41.2545,1848.94,-1556.54,-623.175
0.369764,0.893325,0.25543,58.5709,148.894,42.2861,291.673,1051.74,288.887,61.2008,147.833,42.2711,926.335,2232.33,638.531
-0.842275,-0.371923,-0.390186,-145.135,-67.3487,-67.8165,-934.618,-563.781,-463.739,-146.37,-64.6216,-67.8042,-2211.86,-974.216,-1024.23
0.889912,0.126162,0.438337,157.96,25.4659,77.9794,1051.62,292.239,533.469,158.417,22.4484,78.0298,2393.3,336.954,1178.69
