energies,initx,inity,initz,tot_dist,dEdx,beta_gamma
1999.54,-233.799,-1039.89,128.634,914.863,0.000192174,19.8995
1999.48,-1035.94,250.958,-101.518,912.389,0.000192173,19.8989
1999.26,1032.87,263.411,854.703,1164.57,0.000192171,19.8969
1999.38,-534.199,-922.43,556.14,1024.57,0.000192172,19.8979
1999.5,726.744,779.707,-457.729,988.52,0.000192173,19.8991
1990.25,-908.214,-557.876,-693.847,1083.91,0.000192067,19.8114
1999.34,-442.597,969.712,544.281,1019.94,0.000192172,19.8976
1999.93,-204.532,30.4583,305.528,13.9035,0.000192178,19.9032
1999.81,-692.071,38.0552,1026.62,881.322,0.000192177,19.9021
1999.93,-142.946,-138.525,-305.485,0.15509,0.000192178,19.9032
1999.66,-432.391,-501.615,-1018.73,833.886,0.000192175,19.9006
0.0815556,-162.979,-159.565,-369.307,833.886,0.0262348,0.587088
0.0157101,-164.184,-158.602,-387.514,833.886,0.048776,0.249866
0.0130071,-164.255,-158.62,-387.097,833.886,0.0495161,0.22706
0.0104225,-164.282,-158.539,-387.655,833.886,0.0493273,0.202999
0.0068455,-164.474,-158.26,-388.574,833.886,0.0465918,0.164232
0.00164705,-162.606,-159.866,-369.312,833.886,0.0241282,0.0803541
0.00650757,-162.072,-158.733,-369.255,833.886,0.0461084,0.160101
1999.16,-240.756,1038.34,-564.839,1028.08,0.000192169,19.8958
1999.38,871.518,613.66,691.032,1082.75,0.000192172,19.898
1999.7,-675.821,-502.001,1057.46,1065.94,0.000192176,19.901
1999.95,-168.688,-15.7443,-177.898,13.7598,0.000192179,19.9033
1999.65,-1015.66,-236.844,-1100.13,1286.71,0.000192175,19.9005
1999.46,342.478,1009.33,127.984,914.796,0.000192173,19.8987
3.90969,335.135,1011.87,138.806,914.796,0.00134265,8.59308
2.7846,334.745,1011.99,152.179,914.796,0.00177315,6.37134
1999.92,-220.138,103.283,446.171,10.8078,0.000192178,19.903
1999.85,-504.544,196.982,995.824,618.914,0.000192177,19.9024
1999.34,-175.459,1051.4,462.599,990.209,0.000192172,19.8975
1999.45,732.564,774.302,-241.071,931.213,0.000192173,19.8986
1999.51,1016.41,321.122,138.426,915.906,0.000192174,19.8992
1999.78,1004.38,356.993,986.975,1238.24,0.000192177,19.9017
1998.85,-1062.36,-87.3407,447.689,985.165,0.000192166,19.8929
1999.26,-980.179,418.794,-931.677,1206.56,0.000192171,19.8968
1998.5,654.179,-841.583,449.163,985.697,0.000192162,19.8896
0.314002,85.3609,-135.337,68.523,985.697,0.0103127,1.2675
0.162453,85.2281,-135.411,68.3298,985.697,0.0166871,0.858424
0.154123,85.2359,-135.406,68.3168,985.697,0.0173098,0.833181
0.143697,85.9508,-134.989,67.4822,985.697,0.0181593,0.800933
